Analyzed file: Calc.txt
word | frequency
   harlots |          1
  contrary |          1
  attended |          1
    unmask |          1
      rash |          1
 coagulate |          1
 congruing |          1
      drab |          1
    poland |          1
     limed |          1
    divine |          1
speechless |          1
   william |          1
      dram |          1
    portal |          1
    french |          1
     burns |          1
    likely |          1
   swounds |          1
     issue |          1
  dejected |          1
     metal |          1
   savoury |          1
    crafts |          1
   chalice |          1
    sconce |          1
   wassail |          1
   strings |          1
   sending |          1
 melodious |          1
  flushing |          1
   ability |          1
    pioner |          1
remembrance |          1
     sadly |          1
      knee |          1
        la |          1
    pajock |          1
   greeted |          1
        lo |          1
    allowd |          1
    picked |          1
    mewith |          1
     claim |          1
   antique |          1
   torches |          1
      thaw |          1
   cowards |          1
    author |          1
  shuffled |          1
   follows |          1
      razd |          1
   license |          1
    eldest |          1
    hourly |          1
   fellies |          1
passionate |          1
   student |          1
oerleavens |          1
      seal |          1
  heraldry |          1
  illusion |          1
    sultry |          1
   reserve |          1
  kindless |          1
crowflowers |          1
     fight |          1
 determine |          1
robustious |          1
  murtherd |          1
tyrannically |          1
     kissd |          1
  painting |          1
    luxury |          1
    easier |          1
 answerest |          1
   sitting |          1
determination |          1
convenience |          1
 falsehood |          1
   tongues |          1
      nods |          1
spectators |          1
  diseases |          1
   ancient |          1
      seas |          1
    device |          1
   crowner |          1
conference |          1
     cabin |          1
        se |          1
 poisoning |          1
 compelled |          1
      liar |          1
   caution |          1
suspiration |          1
     apart |          1
  calendar |          1
   daisies |          1
     souls |          1
   started |          1
      heed |          1
    single |          1
  bloodily |          1
  acquaint |          1
neighbourd |          1
muddymettled |          1
  wormwood |          1
     joint |          1
   willing |          1
   trivial |          1
      lick |          1
     hides |          1
  trophies |          1
      coil |          1
       opd |          1
  entreaty |          1
 purchases |          1
    belike |          1
   scruple |          1
        vi |          1
   obscure |          1
      seet |          1
    avouch |          1
   changed |          1
   deceivd |          1
      drop |          1
 ingenious |          1
 resolutes |          1
     fordo |          1
   changes |          1
  prophesy |          1
  learning |          1
      pure |          1
    shapes |          1
     honey |          1
   impious |          1
      dane |          1
      wide |          1
   reading |          1
 unhousled |          1
      damn |          1
   unbated |          1
proportions |          1
     revel |          1
      lids |          1
    adowna |          1
        ye |          1
    beyond |          1
     venom |          1
 forthwith |          1
     scant |          1
    hazard |          1
    deeply |          1
   passeth |          1
  swearing |          1
fortifications |          1
      push |          1
 inheritor |          1
  examples |          1
conjectures |          1
instrumental |          1
     exact |          1
     forcd |          1
      dard |          1
   slander |          1
      copd |          1
   confess |          1
counterfeit |          1
      dark |          1
    sewing |          1
malefactions |          1
  precious |          1
  contrive |          1
  oblivion |          1
    staind |          1
      yond |          1
occurrents |          1
      self |          1
    chorus |          1
    reveal |          1
       owl |          1
    ashamd |          1
  grinning |          1
      drum |          1
  lightest |          1
  partisan |          1
     clays |          1
      blow |          1
 creatures |          1
   fretted |          1
      core |          1
    ending |          1
  purposes |          1
      send |          1
    judges |          1
       gib |          1
   blunted |          1
      line |          1
     scald |          1
     hadst |          1
  recovery |          1
undertakings |          1
   tempest |          1
   station |          1
abstinence |          1
   affairs |          1
      nose |          1
      cost |          1
   temperd |          1
    intent |          1
 considerd |          1
     satyr |          1
    intend |          1
      wild |          1
    govern |          1
  resemble |          1
    begins |          1
   paragon |          1
   afflict |          1
    virgin |          1
sovereignty |          1
everlasting |          1
  audience |          1
   devices |          1
   possess |          1
   neutral |          1
    devise |          1
    devisd |          1
    clutch |          1
   bubbles |          1
     folly |          1
      airy |          1
  carriage |          1
      airs |          1
   defence |          1
 concluded |          1
     fates |          1
  currents |          1
      bugs |          1
  impasted |          1
 oergrowth |          1
      sets |          1
  borrower |          1
johnadreams |          1
 faculties |          1
 plentiful |          1
      wipe |          1
  combined |          1
   singeth |          1
  imperial |          1
      wrap |          1
   liberal |          1
       got |          1
      wish |          1
      wise |          1
  ambition |          1
    wheres |          1
  claudius |          1
  ophelias |          1
   enlargd |          1
  monarchs |          1
      lisp |          1
  especial |          1
    rivals |          1
   traducd |          1
windlasses |          1
    scenes |          1
protestation |          1
instrument |          1
      livd |          1
      peak |          1
   germane |          1
 libertine |          1
     taint |          1
  pastoral |          1
    pocket |          1
  bleeding |          1
unclefather |          1
hobbyhorse |          1
     wrack |          1
   flashes |          1
    uncles |          1
   thinkst |          1
     camel |          1
   infants |          1
    tanner |          1
   jointly |          1
promontory |          1
       gum |          1
   hundred |          1
      wait |          1
     ilium |          1
    rashly |          1
 oerthrown |          1
   instant |          1
  oppressd |          1
     mason |          1
    native |          1
      wail |          1
consequence |          1
     raven |          1
     names |          1
 curiously |          1
     twain |          1
   sallets |          1
    manner |          1
fairjudgment |          1
     glean |          1
  whipping |          1
       pit |          1
   mineral |          1
     tutor |          1
 pleasures |          1
  bodykins |          1
     unite |          1
   working |          1
      land |          1
   couched |          1
      burn |          1
   buttons |          1
    skyish |          1
   labourd |          1
    accord |          1
  doubtful |          1
    vigour |          1
   burning |          1
 outherods |          1
     botch |          1
 fantastic |          1
      wall |          1
     crook |          1
   liberty |          1
    lesser |          1
    events |          1
     drift |          1
    thinkt |          1
      mute |          1
compounded |          1
      volt |          1
   winters |          1
difference |          1
    offend |          1
   actions |          1
    nobler |          1
  ditchers |          1
  countrys |          1
 bethought |          1
       pox |          1
   honours |          1
disclaiming |          1
   receivd |          1
   receive |          1
    sandal |          1
  religion |          1
respeaking |          1
     lethe |          1
    comart |          1
    shovel |          1
    canopy |          1
  whoreson |          1
      late |          1
     fould |          1
       hap |          1
    cautel |          1
   pastime |          1
      wary |          1
    crimes |          1
      wash |          1
    attent |          1
    eterne |          1
      lash |          1
    asking |          1
   commune |          1
   thicker |          1
     brute |          1
 yesterday |          1
  stronger |          1
  overcame |          1
    wonted |          1
   disease |          1
   diseasd |          1
       yes |          1
     bated |          1
     wager |          1
  bunghole |          1
 dalliance |          1
      buzz |          1
   bravery |          1
    indued |          1
    shadow |          1
      ossa |          1
  sickness |          1
     prate |          1
 seafaring |          1
tediousness |          1
  suchaone |          1
   deprivd |          1
   deprive |          1
    slaves |          1
    having |          1
      laws |          1
conclusions |          1
   doublet |          1
revengeful |          1
    jocund |          1
     adams |          1
 ponderous |          1
    pirate |          1
      hoar |          1
   offends |          1
     smart |          1
      ways |          1
    barrel |          1
    desire |          1
  touching |          1
 unskilful |          1
  ventages |          1
    tennis |          1
     swore |          1
 permanent |          1
    garden |          1
      chap |          1
   gallant |          1
       hic |          1
  defeated |          1
   fiction |          1
   margent |          1
     bruit |          1
appointment |          1
   emulate |          1
      beat |          1
  emphasis |          1
   whither |          1
   imports |          1
   grossly |          1
   eclipse |          1
   gambols |          1
   sailors |          1
     twice |          1
  distrust |          1
     hurts |          1
    amercy |          1
   sustain |          1
  altitude |          1
     thein |          1
 majesties |          1
   beguile |          1
   mistook |          1
      taen |          1
  eternity |          1
   deserve |          1
   process |          1
 hereafter |          1
 solicited |          1
     clear |          1
    craves |          1
   account |          1
 monstrous |          1
  easiness |          1
 conqueror |          1
   advancd |          1
 diligence |          1
      trip |          1
   royally |          1
     barrd |          1
       yon |          1
    flints |          1
    strict |          1
    happen |          1
    eyases |          1
    chapel |          1
   unaneld |          1
     dealt |          1
  millions |          1
      beds |          1
     organ |          1
gaingiving |          1
       hoo |          1
    liquor |          1
 recorders |          1
   thereto |          1
capability |          1
   maggots |          1
    priams |          1
conjuration |          1
     doomd |          1
    griefs |          1
     blast |          1
     tells |          1
     repel |          1
ministring |          1
  passions |          1
   escoted |          1
 sometimes |          1
   promisd |          1
     trail |          1
 reckoning |          1
     reply |          1
   sheeted |          1
     count |          1
    tweaks |          1
     creep |          1
   scholar |          1
 immediate |          1
    reckon |          1
 confusion |          1
  slanders |          1
     blank |          1
    flaxen |          1
     primy |          1
   thereon |          1
    apiece |          1
      just |          1
   outward |          1
  respects |          1
     owner |          1
      sold |          1
     lifts |          1
    killed |          1
  marching |          1
       hue |          1
  peculiar |          1
  unshaken |          1
     winks |          1
    uttred |          1
    basket |          1
 falconers |          1
   reaches |          1
adventurous |          1
      hopd |          1
      soon |          1
    tables |          1
      melt |          1
 redeliver |          1
  captains |          1
 plastring |          1
   beggars |          1
     eight |          1
   knowest |          1
   fordoes |          1
    strike |          1
      bent |          1
     gaudy |          1
    health |          1
 favourite |          1
      mens |          1
   machine |          1
     stewd |          1
distemperd |          1
      mend |          1
    forged |          1
  instance |          1
     servd |          1
     serve |          1
     duppd |          1
 importing |          1
  welltook |          1
  backward |          1
  conjoind |          1
    sooner |          1
      fill |          1
     steps |          1
 contagion |          1
      task |          1
      sore |          1
     petty |          1
promisecrammd |          1
    strife |          1
     toils |          1
outstretchd |          1
   appears |          1
  troubles |          1
     flats |          1
kettledrums |          1
    advise |          1
unprevailing |          1
  compound |          1
    master |          1
     lions |          1
    writes |          1
 hypocrite |          1
     comst |          1
   flagons |          1
    sliver |          1
procession |          1
conveyance |          1
     purer |          1
quicksilverr |          1
  solidity |          1
distinguish |          1
    herein |          1
      taxd |          1
      rude |          1
   funeral |          1
calumnious |          1
 religious |          1
 cellarage |          1
    pieces |          1
     baser |          1
    unless |          1
 climature |          1
     poppd |          1
    flagon |          1
      bevy |          1
   bespeak |          1
 extolment |          1
    invite |          1
  sicklied |          1
circumvent |          1
       ice |          1
    mainly |          1
melancholy |          1
   falsely |          1
provincial |          1
      ruin |          1
  commands |          1
 impatient |          1
    pleasd |          1
collection |          1
    loudly |          1
   reasons |          1
      rule |          1
    girdle |          1
      poem |          1
     killd |          1
    ungord |          1
     hymen |          1
      poet |          1
frowningly |          1
   commend |          1
acquittance |          1
       ift |          1
  dramatis |          1
   comment |          1
   springe |          1
    wisest |          1
preparation |          1
charitable |          1
  saviours |          1
   politic |          1
    safety |          1
    trickd |          1
individable |          1
   hammers |          1
imagination |          1
     seizd |          1
     steep |          1
    inmost |          1
     priam |          1
     mutes |          1
  pictures |          1
     blaze |          1
  moreover |          1
 sepulchre |          1
     event |          1
    finger |          1
 multitude |          1
    unhand |          1
equivocation |          1
   jawbone |          1
     comma |          1
    liquid |          1
     spake |          1
  afflicts |          1
pronouncing |          1
   perfect |          1
     roman |          1
    nephew |          1
beautified |          1
    tether |          1
    seneca |          1
     cuffs |          1
  likeness |          1
profoundest |          1
gravemaking |          1
    repair |          1
   umbrage |          1
     steal |          1
   mercury |          1
     petar |          1
    bestow |          1
     trace |          1
    public |          1
     winds |          1
      pomp |          1
  quantity |          1
    lenten |          1
transports |          1
  westward |          1
performance |          1
ambassador |          1
     winch |          1
   objects |          1
resolution |          1
 probation |          1
     scorn |          1
      farm |          1
     sorts |          1
  glimpses |          1
   younger |          1
    fairly |          1
      pooh |          1
   shaking |          1
  sprinkle |          1
authorities |          1
   persons |          1
 frenchman |          1
      fate |          1
    hasten |          1
      nill |          1
  strumpet |          1
   handsaw |          1
     close |          1
  suchlike |          1
   signify |          1
kettledrum |          1
      fast |          1
 turbulent |          1
desperation |          1
collateral |          1
      nine |          1
  unweeded |          1
     milch |          1
  agreeing |          1
      posy |          1
     blush |          1
    beteem |          1
     swift |          1
    holdst |          1
imperfections |          1
       its |          1
    remedy |          1
   vanishd |          1
   respect |          1
   article |          1
     shelf |          1
     rages |          1
 distemper |          1
    groans |          1
 treachery |          1
   prevent |          1
    behavd |          1
      undo |          1
     sorry |          1
 happiness |          1
   mixture |          1
   strikes |          1
   goblins |          1
   embrace |          1
 judicious |          1
   message |          1
    strewd |          1
 unknowing |          1
    pledge |          1
  quiddits |          1
      crab |          1
       ago |          1
     hardy |          1
chronicles |          1
    faults |          1
     years |          1
  gestures |          1
    defect |          1
    bewept |          1
      odds |          1
    casual |          1
 strangely |          1
    aslant |          1
     weeps |          1
  upspring |          1
   somever |          1
   swinish |          1
   happily |          1
     hairs |          1
       aid |          1
   nighted |          1
       aim |          1
      city |          1
portentous |          1
    retain |          1
      crew |          1
     yield |          1
    sacred |          1
  infected |          1
   horrors |          1
satisfaction |          1
  vouchers |          1
  meantime |          1
    cockle |          1
    sickly |          1
      moan |          1
    copied |          1
    points |          1
      spur |          1
      rear |          1
   credent |          1
   rapiers |          1
    always |          1
everpreserved |          1
   expense |          1
  breathes |          1
  distilld |          1
     slips |          1
   jangled |          1
  weakness |          1
     suckd |          1
       rot |          1
     today |          1
  confesst |          1
    wrongd |          1
    abroad |          1
     guilt |          1
       ant |          1
   buffets |          1
northnorthwest |          1
    minute |          1
     orbed |          1
     cloes |          1
     gaged |          1
      shes |          1
    rebels |          1
     until |          1
 droppings |          1
    naught |          1
      kibe |          1
   english |          1
     eyrie |          1
  goodness |          1
     deeds |          1
  littlest |          1
     broke |          1
       apt |          1
containing |          1
      vial |          1
  strutted |          1
    demand |          1
 posthaste |          1
importunity |          1
   spheres |          1
    gently |          1
excrements |          1
  impotent |          1
  sleepers |          1
   poisons |          1
   acquire |          1
     cried |          1
  watchman |          1
   vulcans |          1
       arm |          1
    fitted |          1
      calm |          1
    theyll |          1
      kick |          1
       ass |          1
   mincing |          1
   perpend |          1
   offices |          1
    crackd |          1
       run |          1
treacherous |          1
    debate |          1
     mouse |          1
      ours |          1
    cracks |          1
    stoups |          1
   courses |          1
   flaming |          1
   bounded |          1
 detecting |          1
     worst |          1
auntmother |          1
  cunnings |          1
    pranks |          1
   knotted |          1
     thout |          1
     jowls |          1
 malicious |          1
    arrivd |          1
     hence |          1
mountebank |          1
      alls |          1
   fardels |          1
   beetles |          1
 valentine |          1
  suddenly |          1
       awe |          1
     mouth |          1
    knowst |          1
     fangd |          1
       jig |          1
 collected |          1
 vouchsafe |          1
 carpenter |          1
      cart |          1
       axe |          1
      gent |          1
     frost |          1
   inclind |          1
 pressures |          1
      rend |          1
    julius |          1
   stiffly |          1
      mope |          1
     soaks |          1
    hollow |          1
shipwright |          1
       aye |          1
      cars |          1
miraculous |          1
    sticks |          1
    bounds |          1
     waist |          1
    mobled |          1
abridgment |          1
  exercise |          1
   carters |          1
   comrade |          1
  waterfly |          1
    bended |          1
      born |          1
     heels |          1
superfluous |          1
  deathbed |          1
   toomuch |          1
questionable |          1
   adheres |          1
 influence |          1
     cloud |          1
      nave |          1
  shrewdly |          1
      mote |          1
     rogue |          1
   shatter |          1
 important |          1
 affection |          1
     cesse |          1
    cozend |          1
    forbid |          1
     wards |          1
      mows |          1
   patient |          1
     sheet |          1
     sheen |          1
     clout |          1
    comply |          1
    arrant |          1
      yawn |          1
  statists |          1
      also |          1
  increase |          1
pestilence |          1
harbingers |          1
      boys |          1
    plague |          1
   crowing |          1
       ban |          1
     synod |          1
    suffer |          1
       bat |          1
  disjoint |          1
afterwards |          1
 disasters |          1
    clawed |          1
     globe |          1
 wittingly |          1
     drive |          1
    bodkin |          1
    heyday |          1
     abusd |          1
      deal |          1
 godamercy |          1
 readiness |          1
   vantage |          1
strewments |          1
   barbers |          1
    sailor |          1
   servant |          1
   enquire |          1
 quickness |          1
liferendring |          1
   thralld |          1
 incorrect |          1
   unction |          1
  medicine |          1
 practices |          1
   operant |          1
admiration |          1
fishmonger |          1
  petition |          1
     river |          1
  validity |          1
   leaping |          1
       bet |          1
  performd |          1
 videlicet |          1
  dallying |          1
     rawer |          1
     matin |          1
    dicers |          1
     helps |          1
      debt |          1
    duties |          1
      deer |          1
   forgive |          1
   capable |          1
   packing |          1
   pendant |          1
 instructs |          1
       sin |          1
    scorns |          1
     pulld |          1
    mouths |          1
    living |          1
   wearing |          1
    tyrant |          1
    weasel |          1
     breed |          1
   tugging |          1
  oersways |          1
    ubique |          1
 observant |          1
   peasant |          1
     worms |          1
 amazement |          1
    select |          1
    repose |          1
    maiden |          1
compulsive |          1
 hyperions |          1
     crows |          1
    corner |          1
  warranty |          1
     model |          1
   animals |          1
      join |          1
    sequel |          1
     large |          1
 satisfied |          1
      vain |          1
   fretful |          1
   foolish |          1
      defy |          1
     bodes |          1
  beautied |          1
  breeding |          1
     works |          1
peaceparted |          1
     soild |          1
      side |          1
  plausive |          1
    change |          1
     deckd |          1
     diggd |          1
   comfort |          1
  bellowed |          1
  likewise |          1
 discovery |          1
    report |          1
  thunders |          1
   married |          1
  constant |          1
 modesties |          1
    levies |          1
     angel |          1
   turneth |          1
      sift |          1
    skirts |          1
      high |          1
     split |          1
contagious |          1
  perilous |          1
dismantled |          1
  directly |          1
    glassy |          1
portraiture |          1
    aright |          1
     beget |          1
  ordinant |          1
    thrown |          1
    throws |          1
   unbracd |          1
   sipping |          1
   arrests |          1
  enseamed |          1
  evermore |          1
contriving |          1
       box |          1
     backd |          1
  envenomd |          1
  speedier |          1
     loses |          1
countrymen |          1
      ills |          1
 restraind |          1
  declines |          1
auspicious |          1
     wheel |          1
     playd |          1
     lobby |          1
      amen |          1
essentially |          1
     mould |          1
     tarre |          1
 readshigh |          1
     paint |          1
 profanely |          1
 cannoneer |          1
  eastward |          1
indentures |          1
     scent |          1
 heartache |          1
   lighted |          1
  oersized |          1
 squeezing |          1
   closely |          1
     massy |          1
  acursing |          1
   noblest |          1
  stopping |          1
       sty |          1
     stops |          1
 intruding |          1
   heedful |          1
    access |          1
  dungeons |          1
  overcome |          1
  singeing |          1
  addicted |          1
 merriment |          1
      hill |          1
  prolongs |          1
     story |          1
       buy |          1
   unequal |          1
   express |          1
   confine |          1
     quest |          1
 instantly |          1
   requiem |          1
    wishes |          1
    beaver |          1
    dismal |          1
foreknowing |          1
 shepherds |          1
     ocean |          1
 giantlike |          1
      desk |          1
implements |          1
  divinity |          1
   records |          1
 inventors |          1
       kin |          1
    weaker |          1
inhibition |          1
  oerbears |          1
    russet |          1
  grapples |          1
   streets |          1
     reach |          1
    potent |          1
commencement |          1
positively |          1
   kissing |          1
     sight |          1
     sighs |          1
      roar |          1
      sirs |          1
  oerhasty |          1
   fatness |          1
   usurpst |          1
  monsters |          1
    beggar |          1
   stately |          1
  wildness |          1
    smeard |          1
     range |          1
    knaves |          1
   feature |          1
  lovingly |          1
    brazen |          1
   lawless |          1
      lead |          1
   riotous |          1
      robe |          1
   daggers |          1
     parle |          1
  argument |          1
 resembles |          1
   passage |          1
     utter |          1
   calumny |          1
     begun |          1
declension |          1
     dozen |          1
   growing |          1
   justice |          1
     dozed |          1
  officers |          1
       tax |          1
  flatterd |          1
    broach |          1
   chances |          1
    person |          1
   favours |          1
      safe |          1
  paddling |          1
      week |          1
      sail |          1
  seasoned |          1
     hedge |          1
     hoist |          1
      tune |          1
       cap |          1
  couplets |          1
     ready |          1
       cat |          1
     alarm |          1
commandment |          1
  besmirch |          1
   carried |          1
     match |          1
      hail |          1
distracted |          1
    really |          1
  brainish |          1
   betimes |          1
responsive |          1
  abhorred |          1
    shreds |          1
